,respid,sample,int_date,fcall,attempt,refusal,lang,cregion,state,usr,scregion,sstate,susr,sdensity,timezone,comp,isex,irace1m1,irace1m2,irace1m3,irace1m4,ihisp1,form,phtype,qs1,q1,q2,q10af1,q10bf1,q14f2,q19,q20,q25,q33af1,q33bf1,q33cf1,q33df1,q33ff2,q33gf2,q33hf2,q33if2,q33jf2,q34f1,q44af1,q44bf1,q44cf1,q44ef1,q44ff1,q44gf1,q44hf2,q44if2,q44jf2,q44kf2,q44lf2,q44mf2,q44nf2,q47,q48f1,q49f2,q50a,q50b,q50c,q50d,q50e,q50ff1,q54f2,q55f1,q56f2,q57f2,q58,q60,q61a,q61b,q61c,q61df1,q61ef1,q61ff2,q61gf2,q61hf2,q61if1,q64,q65a,q65b,q65c,q65d,q65e,q66,q67,q68a,q68b,q68d,q69,q70,q70a,q71,q75,q76f1,q77f2,qi1,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,qf2,born,attend,income,reg,party,partyln,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,weight
53,73.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,MN,R,Midwest,MN,R,Lowest,Central,Complete,Male,White,,,,No,FORM 1,Unknown,,Satisfied,Approve,Disapprove,Disapprove,,Most of the time,Frustrated,Only some of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Keep spending the same,Increase spending,Increase spending,Increase spending,Keep spending the same,Keep spending the same,,,,,,,,"Yes, keeping promises",Not too much,,Statement #1,Statement #2,Statement #2,Statement #1,Statement #2,Statement #1,,"Smaller government, fewer services",,,Strongly oppose,Never fair game,Some,Some,Only a little,Some,Some,,,,Only a little,Not too fair,A lot,Not too much,Some,Not at all,Some,Increasing influence,Good thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Not so strongly,Somewhat well,A lot,Probably not done things that are illegal [OR],,Several times a day,Female,66.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",Once a week,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.6509415
54,75.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,IA,R,Midwest,IA,R,Lowest,Central,Complete,Female,White,,,,No,FORM 2,Listed Household,,Dissatisfied,Disapprove,,,Disapprove,Most of the time,Frustrated,Only some of the time,,,,,Not even tempered,Well informed,Doesn't keep his promises,Stands up for what he believes in,Not a good manager,,,,,,,,Keep spending the same,,,,,,,"No, not keeping promises",,Too little,Statement #2,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Oppose,Never fair game,Some,Some,Some,,,Some,Some,A lot,,Moderately fair,Not at all,Not too much,A lot,Not too much,Some,Losing influence,Bad thing,(VOL) Don't know/Refused,Neutral toward religion,Neutral toward religion,Should keep out of political matters,(VOL) Don't know/Refused,,Somewhat well,A lot,,Probably done things that are unethical,(VOL) Don't know/Refused,Female,89.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",Once or twice a month,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,(VOL) Other/Don't know/Refused,DK/Ref-no lean,Moderate,Ind,,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.9097516
55,76.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,MA,S,Northeast,MA,S,4.0,Eastern,Complete,Female,White,,,,No,FORM 1,Unknown,,Dissatisfied,Approve,Approve,Disapprove,,Most of the time,Frustrated,Only some of the time,Not trustworthy,Able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,About right,Decrease spending,Keep spending the same,Increase spending,Keep spending the same,Increase spending,Keep spending the same,,,,,,,,"Yes, keeping promises",Not too much,,Statement #2,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,"Smaller government, fewer services",,,Oppose,Never fair game,Some,Some,Only a little,Some,Some,,,,Only a little,Moderately fair,Not too much,A lot,Not too much,Not at all,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Not so strongly,Very well,A lot,Probably not done things that are illegal [OR],,A few times a week,Female,59.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Catholic,,Very important,"No, would not",Once a week,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.3940534
56,77.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,MI,S,Midwest,MI,S,2.0,Eastern,Complete,Female,White,,,,No,FORM 2,Unknown,,Dissatisfied,Disapprove,,,Approve,Some of the time,Angry,Only some of the time,,,,,Not even tempered,Not well informed,Keeps his promises,(VOL) Neither particularly,Not a good manager,,,,,,,,Increase spending,,,,,,,(VOL) Don't know/Refused,,Too little,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,Not very much,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,Favor,Never fair game,A lot,A lot,None at all,,,A lot,Some,Some,,Not too fair,Not too much,Some,A lot,Not at all,A lot,(VOL) Don't know/Refused,,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Somewhat well,A lot,,Probably done things that are unethical,A few times a week,Female,62.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Catholic,,Somewhat important,"No, would not",Once a week,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.5726765
57,80.0,Landline,190320.0,190320.0,1.0,No,English,South,TX,R,South,TX,R,Lowest,Central,Complete,Male,White,,,,No,FORM 2,Listed Household,,Satisfied,Approve,,,Disapprove,Most of the time,Frustrated,(VOL) Never,,,,,Not even tempered,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Decrease spending,,,,,,,"No, not keeping promises",,About the right amount,Statement #2,Statement #2,Statement #2,Statement #2,(VOL) Neither/Both equally,,Not very much,,Good for the U.S. [OR],More important to other NATO member countries [OR],Oppose,Sometimes fair game [OR IS IT],Only a little,Some,Only a little,,,Some,Some,Only a little,,Not fair at all,Not too much,A lot,Not too much,Not too much,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Not so strongly,Very well,A lot,,Probably not done things that are unethical [OR],Once a day,Male,59.0,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",More than once a week,"10 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Very conservative,Cons Rep,Cons Rep/ln Rep,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.5517704
58,81.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,PA,R,Northeast,PA,R,Lowest,Eastern,Complete,Male,White,,,,No,FORM 1,Unknown,,Satisfied,Approve,Approve,Disapprove,,Most of the time,Basically content,Most of the time,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,,About right,Keep spending the same,Increase spending,Increase spending,Keep spending the same,Increase spending,Keep spending the same,,,,,,,,"No, not keeping promises",A fair amount,,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,Statement #1,,"Smaller government, fewer services",,,Oppose,Never fair game,Only a little,Only a little,Only a little,Only a little,Some,,,,Some,Moderately fair,Some,A lot,Not too much,Some,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Neutral toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Very well,A lot,Probably done things that are illegal,,Once a day,Female,55.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",Once or twice a month,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.4417277
59,82.0,Landline,190320.0,190320.0,1.0,No,English,Northeast,NY,S,Northeast,NY,S,4.0,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Dissatisfied,Approve,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,Some of the time,Frustrated,Only some of the time,Not trustworthy,(VOL) Don't know/Refused,A strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,"Yes, keeping promises",Not too much,,(VOL) Don't know/Refused,Statement #2,Statement #1,Statement #1,Statement #1,Statement #2,,"Bigger government, more services",,,Strongly favor,Never fair game,A lot,(VOL) Don't know/Refused,Some,Some,Some,,,,Some,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Not at all,A lot,Not at all,A lot,Increasing influence,Good thing,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Neutral toward religion,Should express their views on day-to-day social and political questions,(VOL) Don't know/Refused,,Somewhat well,Nothing at all,Probably done things that are illegal,,Once a day,Female,95.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",Seldom,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Moderate,Mod-Lib Rep,Mod-Lib Rep/ln Rep,1.0,,1,"No, do not",,,Landline,No cellphone,,0.6662356
60,84.0,Landline,190320.0,190320.0,1.0,No,English,Midwest,IN,S,Midwest,IN,S,3.0,Eastern,Complete,Female,White,,,,No,FORM 1,Listed Household,,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Angry,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Increase spending,Increase spending,Keep spending the same,Keep spending the same,Increase spending,,,,,,,,"Yes, keeping promises",None at all,,Statement #1,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,"Bigger government, more services",,,Oppose,Never fair game,A lot,A lot,None at all,A lot,Some,,,,None at all,Moderately fair,Not too much,Some,A lot,Not too much,A lot,Increasing influence,Good thing,Friendly toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Disapprove,Very strongly,Not at all well,A lot,Definitely done things that are illegal,,Several times a day,Female,74.0,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Protestant,,Very important,(VOL) Don't know/Refused,Once a week,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,(VOL) Don't know/Refused,DK/Ref to party or ideo,DK/Ref to party or ideo,1.0,,1,"No, do not",,,Landline,No cellphone,,2.102869
61,85.0,Landline,190320.0,190320.0,1.0,No,English,West,CO,R,West,CO,R,Lowest,Mountain,Complete,Female,White,,,,No,FORM 1,Listed Household,,(VOL) Don't know/Refused,Disapprove,Disapprove,Approve,,Some of the time,Frustrated,Most of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Keep spending the same,Keep spending the same,Keep spending the same,Keep spending the same,Increase spending,Keep spending the same,,,,,,,,"Yes, keeping promises",Not too much,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #2,,(VOL) Depends,,,Strongly favor,Never fair game,Some,Some,None at all,Some,None at all,,,,None at all,Moderately fair,Not at all,Some,A lot,Not at all,A lot,Losing influence,(VOL) Depends,Neutral toward religion,Friendly toward religion,Neutral toward religion,Should express their views on day-to-day social and political questions,Approve,Not so strongly,Somewhat well,A lot,Probably done things that are illegal,,Once a day,Female,80.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"No, would not",More than once a week,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,Dem/lean Dem,Moderate,Ind,Cons-Mod Dem/ln Dem,2.0,2.0,2,"Yes, have cell phone",,,Landline,Cellphone,,0.4126498
62,86.0,Landline,190320.0,190320.0,1.0,No,English,West,MT,S,West,MT,S,Lowest,Mountain,Complete,Female,White,,,,No,FORM 2,Listed Household,,Satisfied,Approve,,,Disapprove,Most of the time,Frustrated,Most of the time,,,,,(VOL) Neither particularly,Well informed,Keeps his promises,Stands up for what he believes in,A good manager,,,,,,,,Increase spending,,,,,,,"No, not keeping promises",,Too little,Statement #2,Statement #1,Statement #1,Statement #2,Statement #1,,Good deal,,Good for the U.S. [OR],About as important to the U.S. as other NATO member countries,(VOL) Don't know/Refused,Sometimes fair game [OR IS IT],Some,Some,Some,,,Some,Some,Some,,Moderately fair,Not too much,Some,Some,Some,Not too much,Losing influence,Bad thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Very well,A lot,,Probably not done things that are unethical [OR],Never,Male,69.0,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Christian,,Not too important,"No, would not",Seldom,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2.0,2.0,2,"No, do not","Yes, someone in household has cell phone",,Landline,No cellphone,,1.2938355
63,88.0,Landline,190320.0,190320.0,1.0,No,English,South,DE,S,South,DE,S,2.0,Eastern,Complete,Male,White,,,,No,FORM 1,Listed Household,,Satisfied,Approve,Approve,Disapprove,,Most of the time,Frustrated,Only some of the time,Trustworthy,Able to get things done,A strong leader,(VOL) Don't know/Refused,,,,,,Too impulsive,Decrease spending,Increase spending,Decrease spending,Decrease spending,Decrease spending,Increase spending,,,,,,,,"No, not keeping promises",Not too much,,Statement #2,Statement #1,Statement #2,Statement #1,Statement #2,Statement #2,,"Smaller government, fewer services",,,Strongly oppose,Never fair game,A lot,Some,A lot,A lot,Only a little,,,,Some,Very fair,Not at all,Not at all,Some,Not at all,Not at all,Losing influence,Good thing,Unfriendly toward religion,Friendly toward religion,Neutral toward religion,Should keep out of political matters,Approve,Very strongly,Very well,A lot,Definitely not done things that are illegal,,A few times a month,Male,73.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Not too important,"No, would not",A few times a year,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,1.0,,1,"No, do not",,,Landline,No cellphone,,0.540688
64,89.0,Landline,190320.0,190320.0,2.0,No,English,Midwest,IN,R,Midwest,IN,R,Lowest,Eastern,Complete,Male,White,,,,No,FORM 1,Unknown,,Dissatisfied,Disapprove,Disapprove,Approve,,Most of the time,Angry,Only some of the time,Not trustworthy,Not able to get things done,Not a strong leader,Doesn't care about people like me,,,,,,Too impulsive,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,Increase spending,,,,,,,,(VOL) Don't know/Refused,None at all,,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,Statement #1,,"Bigger government, more services",,,Favor,Never fair game,A lot,Some,None at all,A lot,Some,,,,None at all,Not fair at all,(VOL) Don't know/Refused,A lot,A lot,Not too much,A lot,Losing influence,Bad thing,(VOL) Don't know/Refused,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Should express their views on day-to-day social and political questions,(VOL) Don't know/Refused,,Not too well,A lot,Definitely done things that are illegal,,Several times a day,Female,80.0,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Protestant,,Very important,"Yes, would",More than once a week,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,1.0,,1,"Yes, have cell phone",,,Landline,Cellphone,,0.4003689
